시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반대분류명,법규위반내용,도로형태_대분류,도로형태,가해자 당사자 종별,당사자1_차종,피해자 당사자 종별,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수,WGS84위도,WGS84경도
하남시,2022   ,2022-08-23 23시,야간,화요일,차대차,기타,,,교차로,교차로내,이륜차,,승용차,,1,1,2,0,0,37.55358016,127.19283454
이천시,2022   ,2022-08-22 04시,야간,월요일,차대차,추돌,,,단일로,기타단일로,화물차,,화물차,,1,0,1,0,0,37.30909600,127.35592673
부천시,2022   ,2022-08-21 23시,야간,일요일,차대차,추돌,,,단일로,고가도로위,승용차,,개인형이동수단(PM),,1,0,1,0,0,37.50302448,126.77602577
남양주시,2022   ,2022-08-21 09시,주간,일요일,차대차,추돌,,,단일로,기타단일로,승용차,,화물차,,2,3,7,0,2,37.72207971,127.19039261
평택시,2022   ,2022-08-21 00시,야간,일요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,37.02684545,126.99843213
성남시,2022   ,2022-08-20 23시,야간,토요일,차량단독,기타,,,단일로,기타단일로,개인형이동수단(PM),,없음,,1,0,1,0,0,37.39902844,127.12881791
양주시,2022   ,2022-08-20 22시,야간,토요일,차대차,측면충돌,,,단일로,기타단일로,승용차,,이륜차,,1,0,2,1,0,37.80673762,127.09168406
가평군,2022   ,2022-08-19 07시,주간,금요일,차대차,추돌,,,단일로,기타단일로,화물차,,화물차,,1,0,1,0,0,37.79794397,127.48209857
광명시,2022   ,2022-08-18 13시,주간,목요일,차대차,측면충돌,,,교차로,교차로부근,화물차,,특수차,,1,0,1,0,0,37.45928774,126.87426915
용인시,2022   ,2022-08-14 22시,야간,일요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.27540334,127.14350287
성남시,2022   ,2022-08-14 03시,야간,일요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,2,3,0,0,37.43752727,127.14085880
평택시,2022   ,2022-08-13 22시,야간,토요일,차대사람,기타,,,교차로,교차로부근,승용차,,보행자,,1,0,1,0,0,37.00786375,127.09068021
수원시,2022   ,2022-08-13 13시,주간,토요일,차대차,기타,,,교차로,교차로내,화물차,,이륜차,,1,0,2,0,1,37.28892946,127.01776063
안양시,2022   ,2022-08-12 22시,야간,금요일,차대차,측면충돌,,,단일로,기타단일로,이륜차,,화물차,,1,0,1,0,0,37.36899015,126.95345075
이천시,2022   ,2022-08-12 21시,야간,금요일,차량단독,공작물충돌,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,37.12467835,127.62685944
용인시,2022   ,2022-08-12 19시,야간,금요일,차대차,추돌,,,기타,기타,승용차,,자전거,,1,0,1,0,0,37.12145289,127.37468814
포천시,2022   ,2022-08-12 04시,야간,금요일,차량단독,기타,,,단일로,기타단일로,승용차,,없음,,1,1,3,0,1,38.07157495,127.30169183
평택시,2022   ,2022-08-11 13시,주간,목요일,차대차,측면충돌,,,교차로,교차로횡단보도내,화물차,,개인형이동수단(PM),,1,0,1,0,0,37.03728212,127.06659431
성남시,2022   ,2022-08-11 00시,야간,목요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.43211881,127.12910671
화성시,2022   ,2022-08-10 16시,주간,수요일,차량단독,기타,,,기타,기타,농기계,,없음,,1,0,1,0,0,37.19790386,127.00837923
남양주시,2022   ,2022-08-08 23시,야간,월요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.65203704,127.12233612
여주시,2022   ,2022-08-06 18시,야간,토요일,차대차,측면충돌,,,교차로,교차로내,이륜차,,승합차,,1,0,1,0,0,37.28638142,127.61919955
용인시,2022   ,2022-08-06 05시,야간,토요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승용차,,보행자,,1,0,1,0,0,37.32843929,127.07219673
양평군,2022   ,2022-08-05 07시,주간,금요일,차량단독,기타,,,단일로,기타단일로,자전거,,없음,,1,0,1,0,0,37.60621290,127.34680181
부천시,2022   ,2022-08-03 20시,야간,수요일,차량단독,공작물충돌,,,교차로,교차로부근,승용차,,없음,,1,0,2,0,1,37.48491064,126.77803298
하남시,2022   ,2022-08-03 06시,주간,수요일,차량단독,전복,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,37.53139087,127.20425506
화성시,2022   ,2022-08-03 04시,야간,수요일,차대차,기타,,,단일로,기타단일로,화물차,,화물차,,1,0,2,0,1,37.19723200,126.96363825
포천시,2022   ,2022-08-03 00시,야간,수요일,차대차,측면충돌,,,교차로,교차로부근,승용차,,자전거,,1,0,2,0,1,37.92028234,127.22066972
평택시,2022   ,2022-08-02 16시,주간,화요일,차대차,측면충돌,,,교차로,교차로내,화물차,,이륜차,,1,0,1,0,0,37.03211944,127.04089826
수원시,2022   ,2022-08-01 00시,야간,월요일,차대사람,차도통행중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.25528812,127.00866062
양평군,2022   ,2022-07-31 19시,야간,일요일,차대사람,차도통행중,,,단일로,기타단일로,화물차,,보행자,,1,0,1,0,0,37.48593696,127.54297188
남양주시,2022   ,2022-07-31 07시,주간,일요일,차량단독,도로이탈 추락,,,단일로,교량위,승용차,,없음,,1,2,3,0,0,37.64639578,127.15817383
화성시,2022   ,2022-07-31 01시,야간,일요일,차량단독,기타,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,37.21141835,127.04744407
수원시,2022   ,2022-07-30 01시,야간,토요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승용차,,보행자,,1,0,1,0,0,37.27160393,127.03560193
성남시,2022   ,2022-07-29 22시,야간,금요일,차대차,정면충돌,,,교차로,교차로내,승합차,,승용차,,1,2,5,0,2,37.42118404,127.12875379
하남시,2022   ,2022-07-28 14시,주간,목요일,차대차,기타,,,단일로,기타단일로,화물차,,승용차,,1,0,1,0,0,37.51104900,127.14895920
군포시,2022   ,2022-07-28 11시,주간,목요일,차대사람,횡단중,,,단일로,기타단일로,이륜차,,보행자,,1,0,1,0,0,37.36293783,126.94483311
포천시,2022   ,2022-07-28 10시,주간,목요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,37.87043220,127.18531587
남양주시,2022   ,2022-07-28 08시,주간,목요일,차대차,측면충돌,,,교차로,교차로내,화물차,,화물차,,1,0,1,0,0,37.65083514,127.30755455
성남시,2022   ,2022-07-28 07시,주간,목요일,차대차,추돌,,,단일로,기타단일로,승용차,,승용차,,1,0,4,0,3,37.38470110,127.11336774
평택시,2022   ,2022-07-27 11시,주간,수요일,차대차,추돌,,,단일로,기타단일로,화물차,,화물차,,1,1,4,0,2,37.03244472,126.97991078
남양주시,2022   ,2022-07-27 04시,야간,수요일,차량단독,공작물충돌,,,단일로,기타단일로,이륜차,,없음,,1,0,2,0,1,37.60606441,127.16260704
부천시,2022   ,2022-07-27 01시,야간,수요일,차대사람,길가장자리구역통행중,,,교차로,교차로부근,승용차,,보행자,,1,0,1,0,0,37.50343842,126.78628336
부천시,2022   ,2022-07-27 00시,야간,수요일,차대차,기타,,,교차로,교차로횡단보도내,승용차,,승용차,,1,0,1,0,0,37.48223313,126.79587291
평택시,2022   ,2022-07-26 05시,야간,화요일,차대차,측면충돌,,,교차로,교차로부근,승용차,,이륜차,,1,0,1,0,0,37.02731470,127.05747673
동두천시,2022   ,2022-07-22 10시,주간,금요일,차대차,기타,,,교차로,교차로내,승용차,,사륜오토바이(ATV),,1,0,1,0,0,37.90441872,127.05375515
화성시,2022   ,2022-07-22 02시,야간,금요일,차대차,기타,,,기타,기타,특수차,,승용차,,1,0,1,0,0,37.24718263,126.88304848
양평군,2022   ,2022-07-21 16시,주간,목요일,차대사람,길가장자리구역통행중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.51876070,127.76632933
평택시,2022   ,2022-07-21 02시,야간,목요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,36.98744254,126.89559163
평택시,2022   ,2022-07-20 22시,야간,수요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,36.97892431,126.92841111
광명시,2022   ,2022-07-20 00시,야간,수요일,차대차,정면충돌,,,단일로,기타단일로,이륜차,,화물차,,1,0,1,0,0,37.42688000,126.88107962
안성시,2022   ,2022-07-17 19시,야간,일요일,차량단독,전도,,,단일로,기타단일로,농기계,,없음,,1,1,2,0,0,37.09534854,127.37557512
양주시,2022   ,2022-07-17 15시,주간,일요일,차량단독,전도,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,37.86996768,127.01859179
양평군,2022   ,2022-07-16 16시,주간,토요일,차량단독,기타,,,단일로,기타단일로,자전거,,없음,,1,0,1,0,0,37.48287629,127.62575462
평택시,2022   ,2022-07-15 12시,주간,금요일,차대차,측면충돌,,,단일로,기타단일로,승용차,,이륜차,,1,1,3,0,1,36.94649564,126.91280661
부천시,2022   ,2022-07-15 09시,주간,금요일,차대차,측면충돌,,,교차로,교차로내,승용차,,이륜차,,1,1,2,0,0,37.52504611,126.82344646
평택시,2022   ,2022-07-14 16시,주간,목요일,차대차,기타,,,단일로,기타단일로,승용차,,개인형이동수단(PM),,1,0,1,0,0,37.03210723,127.05424449
평택시,2022   ,2022-07-12 07시,주간,화요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승합차,,보행자,,1,0,1,0,0,37.06636126,127.05658633
평택시,2022   ,2022-07-12 04시,야간,화요일,차대사람,횡단중,,,교차로,교차로내,승용차,,보행자,,1,0,1,0,0,36.99108308,127.07895945
남양주시,2022   ,2022-07-11 06시,주간,월요일,차대차,추돌,,,단일로,기타단일로,화물차,,특수차,,1,0,3,0,2,37.54785396,127.24059734
평택시,2022   ,2022-07-11 05시,야간,월요일,차량단독,기타,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,36.96592974,127.05582142
광명시,2022   ,2022-07-11 02시,야간,월요일,차대사람,차도통행중,,,단일로,기타단일로,승용차,,보행자,,1,0,2,0,1,37.47272548,126.84472723
화성시,2022   ,2022-07-11 00시,야간,월요일,차량단독,기타,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,37.16869618,126.70162107
김포시,2022   ,2022-07-09 05시,야간,토요일,차대차,기타,,,교차로,교차로내,원동기장치자전거,,승용차,,1,0,1,0,0,37.66352460,126.59690586
화성시,2022   ,2022-07-09 05시,야간,토요일,차대사람,기타,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.20540590,127.07416562
이천시,2022   ,2022-07-09 03시,야간,토요일,차대차,추돌,,,단일로,기타단일로,승용차,,화물차,,1,0,1,0,0,37.28951513,127.49574673
수원시,2022   ,2022-07-08 14시,주간,금요일,차대사람,기타,,,기타,기타,화물차,,보행자,,1,0,1,0,0,37.27555661,126.98031840
이천시,2022   ,2022-07-08 09시,주간,금요일,차량단독,도로이탈 추락,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,37.13151807,127.60086397
평택시,2022   ,2022-07-07 16시,주간,목요일,차대사람,기타,,,교차로,교차로횡단보도내,건설기계,,보행자,,1,1,2,0,0,37.02378309,126.91619207
평택시,2022   ,2022-07-06 05시,야간,수요일,차대사람,횡단중,,,기타,기타,승용차,,보행자,,1,0,1,0,0,37.00781093,126.98249526
군포시,2022   ,2022-07-05 23시,야간,화요일,차대차,추돌,,,단일로,기타단일로,화물차,,화물차,,1,1,3,0,1,37.32209045,126.90289924
수원시,2022   ,2022-07-05 18시,야간,화요일,차량단독,공작물충돌,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,37.29074644,127.02573667
화성시,2022   ,2022-07-05 01시,야간,화요일,차대사람,차도통행중,,,단일로,기타단일로,특수차,,보행자,,1,0,1,0,0,37.14352616,126.89262916
파주시,2022   ,2022-07-04 13시,주간,월요일,차대차,추돌,,,단일로,기타단일로,화물차,,특수차,,1,0,2,0,1,37.79630284,126.79169845
평택시,2022   ,2022-07-03 23시,야간,일요일,차대사람,차도통행중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.06610946,127.06404564
여주시,2022   ,2022-07-02 16시,주간,토요일,차대차,추돌,,,단일로,기타단일로,화물차,,승용차,,1,3,5,0,1,37.23767818,127.61037407
파주시,2022   ,2022-07-01 21시,야간,금요일,차대차,측면충돌,,,교차로,교차로내,승용차,,이륜차,,1,0,1,0,0,37.72956535,126.75157228
화성시,2022   ,2022-07-01 10시,주간,금요일,차대차,기타,,,단일로,지하차도(도로)내,이륜차,,화물차,,1,0,1,0,0,37.19911627,127.04563571
안산시,2022   ,2022-06-29 09시,주간,수요일,차대차,기타,,,교차로,교차로내,화물차,,승용차,,1,0,1,0,0,37.30850584,126.83033420
평택시,2022   ,2022-06-27 19시,야간,월요일,차대차,측면충돌,,,교차로,교차로내,이륜차,,승합차,,1,0,1,0,0,37.00813663,127.10741526
남양주시,2022   ,2022-06-27 15시,주간,월요일,차량단독,전도,,,단일로,기타단일로,자전거,,없음,,1,0,1,0,0,37.73892589,127.23093173
성남시,2022   ,2022-06-26 07시,주간,일요일,차대차,측면충돌,,,단일로,기타단일로,화물차,,이륜차,,1,0,1,0,0,37.44038908,127.14532169
성남시,2022   ,2022-06-25 12시,주간,토요일,차대사람,기타,,,교차로,교차로횡단보도내,이륜차,,보행자,,1,0,1,0,0,37.43628981,127.15822741
안양시,2022   ,2022-06-24 00시,야간,금요일,차대사람,보도통행중,,,기타,기타,승용차,,보행자,,1,0,2,0,1,37.38445689,126.94169236
포천시,2022   ,2022-06-23 19시,야간,목요일,차량단독,공작물충돌,,,단일로,기타단일로,승용차,,없음,,1,0,1,0,0,37.79851225,127.12816836
의정부시,2022   ,2022-06-21 10시,주간,화요일,차대사람,차도통행중,,,교차로,교차로부근,승용차,,보행자,,1,0,1,0,0,37.74421508,127.05249407
군포시,2022   ,2022-06-21 06시,주간,화요일,차대차,측면충돌,,,교차로,교차로내,승합차,,이륜차,,1,0,1,0,0,37.33293563,126.92691378
하남시,2022   ,2022-06-20 13시,주간,월요일,차대차,정면충돌,,,단일로,기타단일로,자전거,,자전거,,1,1,3,1,0,37.54869796,127.22714529
남양주시,2022   ,2022-06-16 23시,야간,목요일,차대차,측면충돌,,,교차로,교차로부근,이륜차,,승용차,,1,0,1,0,0,37.70353858,127.19355540
용인시,2022   ,2022-06-16 09시,주간,목요일,차대차,정면충돌,,,단일로,기타단일로,이륜차,,이륜차,,1,0,2,0,1,37.10786675,127.19494770
화성시,2022   ,2022-06-16 08시,주간,목요일,차대차,추돌,,,단일로,기타단일로,화물차,,승용차,,1,0,3,0,2,37.21042274,127.08833766
양주시,2022   ,2022-06-15 04시,야간,수요일,차대사람,차도통행중,,,교차로,교차로부근,화물차,,보행자,,1,0,1,0,0,37.81736519,127.10254410
이천시,2022   ,2022-06-14 11시,주간,화요일,차대차,추돌,,,단일로,기타단일로,화물차,,화물차,,1,1,3,0,1,37.32282060,127.41824919
화성시,2022   ,2022-06-14 03시,야간,화요일,차대차,추돌,,,단일로,기타단일로,화물차,,화물차,,1,0,2,0,1,37.17805209,126.88430956
수원시,2022   ,2022-06-13 05시,야간,월요일,차량단독,공작물충돌,,,단일로,지하차도(도로)내,이륜차,,없음,,1,0,1,0,0,37.27346367,127.04798657
수원시,2022   ,2022-06-12 02시,야간,일요일,차대사람,횡단중,,,교차로,교차로횡단보도내,승용차,,보행자,,1,0,1,0,0,37.26242002,127.02908340
성남시,2022   ,2022-06-11 23시,야간,토요일,차대차,측면충돌,,,기타,기타,승합차,,이륜차,,1,0,1,0,0,37.42424945,127.12898730
의정부시,2022   ,2022-06-11 12시,주간,토요일,차량단독,공작물충돌,,,단일로,기타단일로,이륜차,,없음,,1,0,1,0,0,37.71696252,127.10385265
여주시,2022   ,2022-06-10 07시,주간,금요일,차대사람,기타,,,교차로,교차로부근,승합차,,보행자,,1,0,1,0,0,37.34178592,127.54911024
포천시,2022   ,2022-06-09 14시,주간,목요일,차대사람,횡단중,,,교차로,교차로내,화물차,,보행자,,1,0,1,0,0,37.93913992,127.21416842
여주시,2022   ,2022-06-05 16시,주간,일요일,차량단독,공작물충돌,,,단일로,기타단일로,승합차,,없음,,2,0,8,6,0,37.24616518,127.72244154
수원시,2022   ,2022-06-03 22시,야간,금요일,차대사람,횡단중,,,단일로,기타단일로,승용차,,보행자,,1,0,1,0,0,37.29414156,127.01385747
군포시,2022   ,2022-06-03 09시,주간,금요일,차대사람,횡단중,,,교차로,교차로내,화물차,,보행자,,1,0,1,0,0,37.36563620,126.92848336
파주시,2022   ,2022-06-03 04시,야간,금요일,차대차,추돌,,,단일로,기타단일로,화물차,,건설기계,,1,0,1,0,0,37.73744525,126.73510460
성남시,2022   ,2022-06-03 02시,야간,금요일,차대차,기타,,,교차로,교차로내,개인형이동수단(PM),,승용차,,1,0,1,0,0,37.39008466,127.12245668
화성시,2022   ,2022-05-31 21시,야간,화요일,차대사람,보도통행중,,,교차로,교차로횡단보도내,승용차,,보행자,,1,0,1,0,0,37.20579730,126.72743113
양주시,2022   ,2022-05-30 13시,주간,월요일,차대차,추돌,,,단일로,기타단일로,화물차,,화물차,,1,1,2,0,0,37.85805535,127.06083282
